SampleID	SampleType	subject_id	sow_id	host_species	study_day	current_antibiotics	sow_parity	type_of_antibiotic	date_collected	pen_id	mass_g	plate_row	plate_col	plate	tube_id_aliquot	tube_id	extract_id	extract_date	dna_ng_ul	nextera_date	udi	dna_coord	index_coord	lib_ng_ul	reprep	reprep_ng_ul	final_lib_ng_ul	miniseq_pct
Pig-55626-crpfdr-D14_S298	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/13/20	55626	NA	A	10	4	NA	652	P4.73	6/17/22	30.5	8/10/22	Set D REF 20026933	A10	A10	2.3	No	NA	2.3	0.19
Pig-55626-Feces-D14-644-A_S90	Feces	55626	55626	Pig	Day 14	No	6	NA	9/13/20	55626	0.22	H	6	1	644.A	644	P1.48	6/8/22	174	7/14/22	Set A REF 20025019	H06	H06	4.9	No	NA	4.9	0.59
Pig-55626-Feces-D2-602-A_S54	Feces	55626	55626	Pig	Day 2	No	6	NA	9/1/20	55626	0.155	E	6	1	602.A	602	P1.45	6/8/22	320.9	7/14/22	Set A REF 20025019	E06	E06	11.3	No	NA	11.3	0.35
Pig-55626-Feces-D21-659-B_S7	Feces	55626	55626	Pig	Day 21	No	6	NA	9/19/20	55626	0.288	A	7	1	659.B	659	P1.49	6/8/22	63.3	7/14/22	Set A REF 20025019	A07	A08	0.2	Yes	6.7	6.7	0.27
Pig-55626-Feces-D4-616-A_S66	Feces	55626	55626	Pig	Day 4	No	6	NA	9/3/20	55626	0.153	F	6	1	616.A	616	P1.46	6/8/22	178.7	7/14/22	Set A REF 20025019	F06	F06	5.3	No	NA	5.3	0.36
Pig-55626-Feces-D7-630-C_S78	Feces	55626	55626	Pig	Day 7	No	6	NA	9/6/20	55626	0.293	G	6	1	630.C	630	P1.47	6/8/22	365	7/14/22	Set A REF 20025019	G06	G06	6.3	No	NA	6.3	0.3
Pig-55626-Feed-D2_S323	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	9/1/20	55626	NA	C	11	4	NA	595	P4.83	6/17/22	13.3	8/10/22	Set D REF 20026933	C11	C11	3.2	No	NA	3.2	0.23
Pig-55626-Floor-D14_S348	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/13/20	55626	NA	E	12	4	NA	651	P4.93		1.68	8/10/22	Set D REF 20026933	E12	E12	0.4	Yes	0.7	0.7	0.14
Pig-55626-vaginalswab-D1_S356	Vaginal swab	55626	55626	Pig	Day 1	No	6	NA	8/31/20	55626	NA	F	8	4	NA	594	P4.62	6/17/22	563.5	8/10/22	Set D REF 20026933	F08	F08	6	No	NA	6	0.41
Pig-55626-vaginalswab-Dneg1_S344	Vaginal swab	55626	55626	Pig	Day -1	No	6	NA	8/29/20	55626	NA	E	8	4	NA	593	P4.61	6/17/22	351.9	8/10/22	Set D REF 20026933	E08	E08	0.1	Yes	6.5	6.5	0.21
Pig-5859-1-RecSwb-D14_S169	Rectal swab	5859.1	5859	Pig	Day 14	No	6	NA	9/9/20	5859	NA	G	1	2	NA	268	P2.7	6/9/22	9.5	7/19/22	Set B REF 20026930	G01	G01	0.8	Yes	3.8	3.8	0.72
Pig-5859-1-RecSwb-D2_S59	Rectal swab	5859.1	5859	Pig	Day 2	No	6	NA	8/28/20	5859	NA	E	11	1	NA	226	P1.85	6/9/22	-0.1	7/14/22	Set A REF 20025019	E11	E11	0	Yes	7.8	7.8	0.46
Pig-5859-1-RecSwb-D21_S134	Rectal swab	5859.1	5859	Pig	Day 21	No	6	NA	9/16/20	5859	NA	D	2	2	NA	283	P2.12	6/9/22	4.5	7/19/22	Set B REF 20026930	D02	D02	4.1	No	NA	4.1	0.47
Pig-5859-1-RecSwb-D4_S36	Rectal swab	5859.1	5859	Pig	Day 4	No	6	NA	8/30/20	5859	NA	C	12	1	NA	240	P1.91	6/9/22	55.8	7/14/22	Set A REF 20025019	C12	C12	0.2	Yes	2.8	2.8	0.72
Pig-5859-1-RecSwb-D7_S97	Rectal swab	5859.1	5859	Pig	Day 7	No	6	NA	9/2/20	5859	NA	A	1	2	NA	254	P2.1	6/9/22	4	7/19/22	Set B REF 20026930	A01	A01	8.8	No	NA	8.8	0.51
Pig-5859-2-RecSwb-D14_S181	Rectal swab	5859.2	5859	Pig	Day 14	No	6	NA	9/9/20	5859	NA	H	1	2	NA	269	P2.8	6/9/22	26.4	7/19/22	Set B REF 20026930	H01	H01	0	Yes	7.7	7.7	0.28
Pig-5859-2-RecSwb-D2_S71	Rectal swab	5859.2	5859	Pig	Day 2	No	6	NA	8/28/20	5859	NA	F	11	1	NA	227	P1.86	6/9/22	32.8	7/14/22	Set A REF 20025019	F11	F11	0	Yes	3.9	3.9	0.45
Pig-5859-2-RecSwb-D21_S146	Rectal swab	5859.2	5859	Pig	Day 21	No	6	NA	9/16/20	5859	NA	E	2	2	NA	284	P2.13	6/9/22	60.4	7/19/22	Set B REF 20026930	E02	E02	7.6	No	NA	7.6	0.21
Pig-5859-2-RecSwb-D4_S48	Rectal swab	5859.2	5859	Pig	Day 4	No	6	NA	8/30/20	5859	NA	D	12	1	NA	241	P1.92	6/9/22	532.7	7/14/22	Set A REF 20025019	D12	D12	0	Yes	5	5	0.2
Pig-5859-2-RecSwb-D7_S109	Rectal swab	5859.2	5859	Pig	Day 7	No	6	NA	9/2/20	5859	NA	B	1	2	NA	255	P2.2	6/9/22	353.4	7/19/22	Set B REF 20026930	B01	B01	1.8	No	NA	1.8	0.23
Pig-5859-3-RecSwb-D14_S98	Rectal swab	5859.3	5859	Pig	Day 14	No	6	NA	9/9/20	5859	NA	A	2	2	NA	270	P2.9	6/9/22	171.1	7/19/22	Set B REF 20026930	A02	A02	7.2	No	NA	7.2	0.14
Pig-5859-3-RecSwb-D2_S83	Rectal swab	5859.3	5859	Pig	Day 2	No	6	NA	8/28/20	5859	NA	G	11	1	NA	228	P1.87	6/9/22	44.5	7/14/22	Set A REF 20025019	G11	G11	3	No	NA	3	0.46
Pig-5859-3-RecSwb-D21_S158	Rectal swab	5859.3	5859	Pig	Day 21	No	6	NA	9/16/20	5859	NA	F	2	2	NA	285	P2.14	6/9/22	16.3	7/19/22	Set B REF 20026930	F02	F02	8	No	NA	8	0.19
Pig-5859-3-RecSwb-D4_S60	Rectal swab	5859.3	5859	Pig	Day 4	No	6	NA	8/30/20	5859	NA	E	12	1	NA	242	P1.93	6/9/22	204.9	7/14/22	Set A REF 20025019	E12	E12	0	Yes	8.1	8.1	0.19
Pig-5859-3-RecSwb-D7_S121	Rectal swab	5859.3	5859	Pig	Day 7	No	6	NA	9/2/20	5859	NA	C	1	2	NA	256	P2.3	6/9/22	136.9	7/19/22	Set B REF 20026930	C01	C01	9.2	No	NA	9.2	0.24
Pig-5859-4-RecSwb-D2_S95	Rectal swab	5859.4	5859	Pig	Day 2	No	6	NA	8/28/20	5859	NA	H	11	1	NA	229	P1.88	6/9/22	33.5	7/14/22	Set A REF 20025019	H11	H11	0.1	Yes	NA	0.1	2.99
Pig-5859-4-RecSwb-D4_S72	Rectal swab	5859.4	5859	Pig	Day 4	No	6	NA	8/30/20	5859	NA	F	12	1	NA	243	P1.94	6/9/22	86.7	7/14/22	Set A REF 20025019	F12	F12	0	Yes	9.5	9.5	0.25
Pig-5859-4-RecSwb-D7_S133	Rectal swab	5859.4	5859	Pig	Day 7	No	6	NA	9/2/20	5859	NA	D	1	2	NA	257	P2.4	6/9/22	26.5	7/19/22	Set B REF 20026930	D01	D01	9.5	No	NA	9.5	0.77
Pig-5859-5-RecSwb-D14_S122	Rectal swab	5859.5	5859	Pig	Day 14	No	6	NA	9/9/20	5859	NA	C	2	2	NA	272	P2.11	6/9/22	65.6	7/19/22	Set B REF 20026930	C02	C02	6.5	No	NA	6.5	0.15
Pig-5859-5-RecSwb-D2_S12	Rectal swab	5859.5	5859	Pig	Day 2	No	6	NA	8/28/20	5859	NA	A	12	1	NA	230	P1.89	6/9/22	4.6	7/14/22	Set A REF 20025019	A12	A12	0	Yes	5.7	5.7	0.47
Pig-5859-5-RecSwb-D4_S84	Rectal swab	5859.5	5859	Pig	Day 4	No	6	NA	8/30/20	5859	NA	G	12	1	NA	244	P1.95	6/9/22	145.4	7/14/22	Set A REF 20025019	G12	G12	0	Yes	0	0	0
Pig-5859-5-RecSwb-D7_S145	Rectal swab	5859.5	5859	Pig	Day 7	No	6	NA	9/2/20	5859	NA	E	1	2	NA	258	P2.5	6/9/22	17	7/19/22	Set B REF 20026930	E01	E01	1	No	NA	1	0.31
Pig-5859-6-RecSwb-D2_S24	Rectal swab	5859.6	5859	Pig	Day 2	No	6	NA	8/28/20	5859	NA	B	12	1	NA	231	P1.90	6/9/22	14.1	7/14/22	Set A REF 20025019	B12	B12	0.1	Yes	8.2	8.2	0.4
Pig-5859-6-RecSwb-D4_S96	Rectal swab	5859.6	5859	Pig	Day 4	No	6	NA	8/30/20	5859	NA	H	12	1	NA	245	P1.96	6/9/22	49.5	7/14/22	Set A REF 20025019	H12	H12	0	Yes	8.3	8.3	0.27
Pig-5859-6-RecSwb-D7_S157	Rectal swab	5859.6	5859	Pig	Day 7	No	6	NA	9/2/20	5859	NA	F	1	2	NA	259	P2.6	6/9/22	71.5	7/19/22	Set B REF 20026930	F01	F01	2.4	No	NA	2.4	0.19
Pig-5859-crpfdr-D14_S378	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/9/20	5859	NA	H	8	4	NA	282	P4.64	6/17/22	28.6	8/10/22	Set D REF 20026933	H08	H08	3.4	No	NA	3.4	0.14
Pig-5859-Feces-D14-274-A_S61	Feces	5859	5859	Pig	Day 14	No	6	NA	9/9/20	5859	0.2464	F	1	1	274.A	274	P1.6	6/7/22	477	7/13/22	Set A REF 20025019	F01	F01	5.5	No	NA	5.5	0.14
Pig-5859-Feces-D2-232-B_S43	Feces	5859	5859	Pig	Day 2	No	6	NA	8/28/20	5859	0.137	D	7	1	232.B	232	P1.52	6/8/22	273.7	7/14/22	Set A REF 20025019	D07	D07	2.8	No	NA	2.8	0.31
Pig-5859-Feces-D21-289-B_S85	Feces	5859	5859	Pig	Day 21	No	6	NA	9/16/20	5859	0.2034	H	1	1	289.B	289	P1.8	6/7/22	225.8	7/13/22	Set A REF 20025019	H01	H01	6.8	No	NA	6.8	0.27
Pig-5859-Feces-D4-246-A_S37	Feces	5859	5859	Pig	Day 4	No	6	NA	8/30/20	5859	0.1381	D	1	1	246.A	246	P1.4	6/7/22	143.9	7/13/22	Set A REF 20025019	D01	D01	6.9	No	NA	6.9	0.19
Pig-5859-Feces-D7-260-B_S49	Feces	5859	5859	Pig	Day 7	No	6	NA	9/2/20	5859	0.1125	E	1	1	260.B	260	P1.5	6/7/22	101.4	7/13/22	Set A REF 20025019	E01	E01	9.8	No	NA	9.8	0.2
Pig-5859-Feed-D2_S322	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	8/28/20	5859	NA	C	10	4	NA	225	P4.75	6/17/22	42.5	8/10/22	Set D REF 20026933	C10	C10	4.9	No	NA	4.9	0.2
Pig-5859-Floor-D14_S347	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/9/20	5859	NA	E	11	4	NA	281	P4.85		1.41	8/10/22	Set D REF 20026933	E11	E11	0.5	Yes	0.7	0.7	0.07
Pig-5859-vaginalswab-D1_S342	Vaginal swab	5859	5859	Pig	Day 1	No	6	NA	8/27/20	5859	NA	E	6	4	NA	224	P4.45	6/17/22	567.4	8/10/22	Set D REF 20026933	E06	E06	0	Yes	5	5	0.31
Pig-5859-vaginalswab-Dneg1_S330	Vaginal swab	5859	5859	Pig	Day -1	No	6	NA	8/25/20	5859	NA	D	6	4	NA	223	P4.44	6/17/22	85.8	8/10/22	Set D REF 20026933	D06	D06	1.4	No	NA	1.4	0.17
